Id,ValueAttribute,Value,StringValue,Measure,Type waarde,Beroepsklasse,Perioden,RegioCode,RegioS
3534,None,2.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,GM0301,Zutphen
3535,None,1.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,GM1896,Zwartewaterland
3536,None,2.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,GM0642,Zwijndrecht
3537,None,6.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,GM0193,Zwolle
3538,None,32.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM01,Groningen (AM)
3539,None,28.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM02,Friesland (AM)
3540,None,13.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM03,Drenthe (AM)
3541,None,28.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM05,Twente (AM)
3542,None,26.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM06,Stedendriehoek en Noordwest Veluwe (AM)
3543,None,17.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM07,Midden-Gelderland (AM)
3544,None,14.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM08,Rijk van Nijmegen (AM)
3545,None,13.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM09,Achterhoek (AM)
3546,None,10.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM10,Rivierenland (AM)
3547,None,18.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM11,Flevoland (AM)
3548,None,9.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM12,Gooi en Vechtstreek (AM)
3549,None,32.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM13,Midden-Utrecht (AM)
3550,None,13.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM14,Amersfoort (AM)
3551,None,29.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM15,Noord-Holland Noord (AM)
3552,None,15.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM17,Zaanstreek/Waterland (AM)
3553,None,62.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM18,Groot Amsterdam (AM)
3554,None,23.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM19,Holland Rijnland (AM)
3555,None,8.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM20,Midden-Holland (AM)
3556,None,35.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM21,Haaglanden (AM)
3557,None,56.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM22,Rijnmond (AM)
3558,None,11.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM23,Drechtsteden (AM)
3559,None,18.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM24,Zeeland (AM)
3560,None,29.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM25,West-Brabant (AM)
3561,None,21.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM26,Midden-Brabant (AM)
3562,None,27.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM27,Noordoost-Brabant (AM)
3563,None,21.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM28,Zuidoost-Brabant (AM)
3564,None,13.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM29,Noord-Limburg (AM)
3565,None,26.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM30,Zuid-Limburg (AM)
3566,None,11.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM32,Helmond-De Peel (AM)
3567,None,11.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM33,Midden-Limburg (AM)
3568,None,12.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM34,Zuid-Holland Centraal (AM)
3569,None,5.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM35,Gorinchem (AM)
3570,None,25.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM36,Regio Zwolle (AM)
3571,None,16.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM37,Zuid-Kennemerland en IJmond (AM)
3572,None,15.0,,Werkzame beroepsbevolking,Absolute,Dienstverlenende beroepen,2022,AM38,FoodValley (AM)
3573,None,639.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,NL01,Nederland
3574,None,69.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,LD01,Noord-Nederland (LD)
3575,None,140.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,LD02,Oost-Nederland (LD)
3576,None,292.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,LD03,West-Nederland (LD)
3577,None,138.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,LD04,Zuid-Nederland (LD)
3578,None,23.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV20,Groningen (PV)
3579,None,27.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV21,Fryslân (PV)
3580,None,19.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV22,Drenthe (PV)
3581,None,45.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV23,Overijssel (PV)
3582,None,17.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV24,Flevoland (PV)
3583,None,77.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV25,Gelderland (PV)
3584,None,43.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV26,Utrecht (PV)
3585,None,98.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV27,Noord-Holland (PV)
3586,None,135.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV28,Zuid-Holland (PV)
3587,None,15.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV29,Zeeland (PV)
3588,None,98.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV30,Noord-Brabant (PV)
3589,None,40.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,PV31,Limburg (PV)
3590,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1680,Aa en Hunze
3591,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0358,Aalsmeer
3592,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0197,Aalten
3593,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0059,Achtkarspelen
3594,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0482,Alblasserdam
3595,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0613,Albrandswaard
3596,None,4.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0361,Alkmaar
3597,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0141,Almelo
3598,None,9.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0034,Almere
3599,None,5.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0484,Alphen aan den Rijn
3600,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1723,Alphen-Chaam
3601,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1959,Altena
3602,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0060,Ameland
3603,None,5.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0307,Amersfoort
3604,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0362,Amstelveen
3605,None,25.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0363,Amsterdam
3606,None,6.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0200,Apeldoorn
3607,None,6.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0202,Arnhem
3608,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0106,Assen
3609,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0743,Asten
3610,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0744,Baarle-Nassau
3611,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0308,Baarn
3612,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0489,Barendrecht
3613,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0203,Barneveld
3614,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0888,Beek (L.)
3615,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1954,Beekdaelen
3616,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0889,Beesel
3617,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1945,Berg en Dal
3618,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1724,Bergeijk
3619,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0893,Bergen (L.)
3620,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0373,Bergen (NH.)
3621,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0748,Bergen op Zoom
3622,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1859,Berkelland
3623,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1721,Bernheze
3624,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0753,Best
3625,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0209,Beuningen
3626,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0375,Beverwijk
3627,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0310,De Bilt
3628,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1728,Bladel
3629,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0376,Blaricum
3630,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0377,Bloemendaal
3631,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1901,Bodegraven-Reeuwijk
3632,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0755,Boekel
3633,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1681,Borger-Odoorn
3634,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0147,Borne
3635,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0654,Borsele
3636,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0757,Boxtel
3637,None,6.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0758,Breda
3638,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0501,Brielle
3639,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1876,Bronckhorst
3640,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0213,Brummen
3641,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0899,Brunssum
3642,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0312,Bunnik
3643,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0313,Bunschoten
3644,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0214,Buren
3645,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0502,Capelle aan den IJssel
3646,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0383,Castricum
3647,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0109,Coevorden
3648,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1706,Cranendonck
3649,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0216,Culemborg
3650,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0148,Dalfsen
3651,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1891,Dantumadiel
3652,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0503,Delft
3653,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0762,Deurne
3654,None,4.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0150,Deventer
3655,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0384,Diemen
3656,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1980,Dijk en Waard
3657,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1774,Dinkelland
3658,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0221,Doesburg
3659,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0222,Doetinchem
3660,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0766,Dongen
3661,None,5.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0505,Dordrecht
3662,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0498,Drechterland
3663,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1719,Drimmelen
3664,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0303,Dronten
3665,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0225,Druten
3666,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0226,Duiven
3667,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1711,Echt-Susteren
3668,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0385,Edam-Volendam
3669,None,4.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0228,Ede
3670,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0317,Eemnes
3671,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1979,Eemsdelta
3672,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0770,Eersel
3673,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1903,Eijsden-Margraten
3674,None,8.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0772,Eindhoven
3675,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0230,Elburg
3676,None,4.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0114,Emmen
3677,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0388,Enkhuizen
3678,None,6.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0153,Enschede
3679,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0232,Epe
3680,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0233,Ermelo
3681,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0777,Etten-Leur
3682,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1940,De Fryske Marren
3683,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0779,Geertruidenberg
3684,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1771,Geldrop-Mierlo
3685,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1652,Gemert-Bakel
3686,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0907,Gennep
3687,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0784,Gilze en Rijen
3688,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1924,Goeree-Overflakkee
3689,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0664,Goes
3690,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0785,Goirle
3691,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1942,Gooise Meren
3692,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0512,Gorinchem
3693,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0513,Gouda
3694,None,19.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0518,'s-Gravenhage (gemeente)
3695,None,8.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0014,Groningen (gemeente)
3696,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1729,Gulpen-Wittem
3697,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0158,Haaksbergen
3698,None,5.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0392,Haarlem
3699,None,7.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0394,Haarlemmermeer
3700,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1655,Halderberge
3701,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0160,Hardenberg
3702,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0243,Harderwijk
3703,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0523,Hardinxveld-Giessendam
3704,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0072,Harlingen
3705,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0244,Hattem
3706,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0396,Heemskerk
3707,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0397,Heemstede
3708,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0246,Heerde
3709,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0074,Heerenveen
3710,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0917,Heerlen
3711,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1658,Heeze-Leende
3712,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0399,Heiloo
3713,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0400,Den Helder
3714,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0163,Hellendoorn
3715,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0530,Hellevoetsluis
3716,None,4.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0794,Helmond
3717,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0531,Hendrik-Ido-Ambacht
3718,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0164,Hengelo (O.)
3719,None,5.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0796,'s-Hertogenbosch
3720,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0252,Heumen
3721,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0797,Heusden
3722,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0534,Hillegom
3723,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0798,Hilvarenbeek
3724,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0402,Hilversum
3725,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1963,Hoeksche Waard
3726,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1735,Hof van Twente
3727,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1966,Het Hogeland
3728,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1911,Hollands Kroon
3729,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0118,Hoogeveen
3730,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0405,Hoorn
3731,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1507,Horst aan de Maas
3732,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0321,Houten
3733,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0406,Huizen
3734,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0677,Hulst
3735,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0353,IJsselstein
3736,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1884,Kaag en Braassem
3737,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0166,Kampen
3738,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0678,Kapelle
3739,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0537,Katwijk
3740,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0928,Kerkrade
3741,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1598,Koggenland
3742,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0542,Krimpen aan den IJssel
3743,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1931,Krimpenerwaard
3744,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1659,Laarbeek
3745,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1982,Land van Cuijk
3746,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0882,Landgraaf
3747,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0415,Landsmeer
3748,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1621,Lansingerland
3749,None,0.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0417,Laren (NH.)
3750,None,5.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0080,Leeuwarden
3751,None,4.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0546,Leiden
3752,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0547,Leiderdorp
3753,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1916,Leidschendam-Voorburg
3754,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0995,Lelystad
3755,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1640,Leudal
3756,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0327,Leusden
3757,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1705,Lingewaard
3758,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0553,Lisse
3759,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0262,Lochem
3760,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0809,Loon op Zand
3761,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0331,Lopik
3762,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0168,Losser
3763,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0263,Maasdriel
3764,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1641,Maasgouw
3765,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1991,Maashorst
3766,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0556,Maassluis
3767,None,4.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0935,Maastricht
3768,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0420,Medemblik
3769,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0938,Meerssen
3770,None,3.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1948,Meierijstad
3771,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0119,Meppel
3772,None,2.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM0687,Middelburg (Z.)
3773,None,1.0,,Werkzame beroepsbevolking,Absolute,Transport en logistiek beroepen,2022,GM1842,Midden-Delfland
