Id,ValueAttribute,Value,StringValue,Measure,Type waarde,Beroepsklasse,Perioden,RegioCode,RegioS
1184,None,16.0,,Werkzame beroepsbevolking,Absolute,Commerciële beroepen,2022,AM32,Helmond-De Peel (AM)
1185,None,15.0,,Werkzame beroepsbevolking,Absolute,Commerciële beroepen,2022,AM33,Midden-Limburg (AM)
1186,None,22.0,,Werkzame beroepsbevolking,Absolute,Commerciële beroepen,2022,AM34,Zuid-Holland Centraal (AM)
1187,None,9.0,,Werkzame beroepsbevolking,Absolute,Commerciële beroepen,2022,AM35,Gorinchem (AM)
1188,None,34.0,,Werkzame beroepsbevolking,Absolute,Commerciële beroepen,2022,AM36,Regio Zwolle (AM)
1189,None,23.0,,Werkzame beroepsbevolking,Absolute,Commerciële beroepen,2022,AM37,Zuid-Kennemerland en IJmond (AM)
1190,None,21.0,,Werkzame beroepsbevolking,Absolute,Commerciële beroepen,2022,AM38,FoodValley (AM)
1191,None,1881.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,NL01,Nederland
1192,None,157.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,LD01,Noord-Nederland (LD)
1193,None,372.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,LD02,Oost-Nederland (LD)
1194,None,966.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,LD03,West-Nederland (LD)
1195,None,387.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,LD04,Zuid-Nederland (LD)
1196,None,56.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV20,Groningen (PV)
1197,None,57.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV21,Fryslân (PV)
1198,None,44.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV22,Drenthe (PV)
1199,None,115.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV23,Overijssel (PV)
1200,None,46.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV24,Flevoland (PV)
1201,None,210.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV25,Gelderland (PV)
1202,None,164.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV26,Utrecht (PV)
1203,None,338.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV27,Noord-Holland (PV)
1204,None,428.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV28,Zuid-Holland (PV)
1205,None,37.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV29,Zeeland (PV)
1206,None,278.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV30,Noord-Brabant (PV)
1207,None,109.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,PV31,Limburg (PV)
1208,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1680,Aa en Hunze
1209,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0358,Aalsmeer
1210,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0197,Aalten
1211,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0059,Achtkarspelen
1212,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0482,Alblasserdam
1213,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0613,Albrandswaard
1214,None,11.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0361,Alkmaar
1215,None,7.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0141,Almelo
1216,None,25.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0034,Almere
1217,None,13.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0484,Alphen aan den Rijn
1218,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1723,Alphen-Chaam
1219,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1959,Altena
1220,None,0.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0060,Ameland
1221,None,19.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0307,Amersfoort
1222,None,11.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0362,Amstelveen
1223,None,114.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0363,Amsterdam
1224,None,17.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0200,Apeldoorn
1225,None,16.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0202,Arnhem
1226,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0106,Assen
1227,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0743,Asten
1228,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0744,Baarle-Nassau
1229,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0308,Baarn
1230,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0489,Barendrecht
1231,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0203,Barneveld
1232,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0888,Beek (L.)
1233,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1954,Beekdaelen
1234,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0889,Beesel
1235,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1945,Berg en Dal
1236,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1724,Bergeijk
1237,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0893,Bergen (L.)
1238,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0373,Bergen (NH.)
1239,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0748,Bergen op Zoom
1240,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1859,Berkelland
1241,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1721,Bernheze
1242,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0753,Best
1243,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0209,Beuningen
1244,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0375,Beverwijk
1245,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0310,De Bilt
1246,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1728,Bladel
1247,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0376,Blaricum
1248,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0377,Bloemendaal
1249,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1901,Bodegraven-Reeuwijk
1250,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0755,Boekel
1251,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1681,Borger-Odoorn
1252,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0147,Borne
1253,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0654,Borsele
1254,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0757,Boxtel
1255,None,21.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0758,Breda
1256,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0501,Brielle
1257,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1876,Bronckhorst
1258,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0213,Brummen
1259,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0899,Brunssum
1260,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0312,Bunnik
1261,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0313,Bunschoten
1262,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0214,Buren
1263,None,8.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0502,Capelle aan den IJssel
1264,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0383,Castricum
1265,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0109,Coevorden
1266,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1706,Cranendonck
1267,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0216,Culemborg
1268,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0148,Dalfsen
1269,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1891,Dantumadiel
1270,None,11.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0503,Delft
1271,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0762,Deurne
1272,None,10.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0150,Deventer
1273,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0384,Diemen
1274,None,9.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1980,Dijk en Waard
1275,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1774,Dinkelland
1276,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0221,Doesburg
1277,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0222,Doetinchem
1278,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0766,Dongen
1279,None,13.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0505,Dordrecht
1280,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0498,Drechterland
1281,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1719,Drimmelen
1282,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0303,Dronten
1283,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0225,Druten
1284,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0226,Duiven
1285,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1711,Echt-Susteren
1286,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0385,Edam-Volendam
1287,None,12.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0228,Ede
1288,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0317,Eemnes
1289,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1979,Eemsdelta
1290,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0770,Eersel
1291,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1903,Eijsden-Margraten
1292,None,25.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0772,Eindhoven
1293,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0230,Elburg
1294,None,9.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0114,Emmen
1295,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0388,Enkhuizen
1296,None,14.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0153,Enschede
1297,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0232,Epe
1298,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0233,Ermelo
1299,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0777,Etten-Leur
1300,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1940,De Fryske Marren
1301,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0779,Geertruidenberg
1302,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1771,Geldrop-Mierlo
1303,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1652,Gemert-Bakel
1304,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0907,Gennep
1305,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0784,Gilze en Rijen
1306,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1924,Goeree-Overflakkee
1307,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0664,Goes
1308,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0785,Goirle
1309,None,7.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1942,Gooise Meren
1310,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0512,Gorinchem
1311,None,8.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0513,Gouda
1312,None,65.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0518,'s-Gravenhage (gemeente)
1313,None,24.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0014,Groningen (gemeente)
1314,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1729,Gulpen-Wittem
1315,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0158,Haaksbergen
1316,None,19.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0392,Haarlem
1317,None,20.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0394,Haarlemmermeer
1318,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1655,Halderberge
1319,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0160,Hardenberg
1320,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0243,Harderwijk
1321,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0523,Hardinxveld-Giessendam
1322,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0072,Harlingen
1323,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0244,Hattem
1324,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0396,Heemskerk
1325,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0397,Heemstede
1326,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0246,Heerde
1327,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0074,Heerenveen
1328,None,7.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0917,Heerlen
1329,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1658,Heeze-Leende
1330,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0399,Heiloo
1331,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0400,Den Helder
1332,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0163,Hellendoorn
1333,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0530,Hellevoetsluis
1334,None,10.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0794,Helmond
1335,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0531,Hendrik-Ido-Ambacht
1336,None,8.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0164,Hengelo (O.)
1337,None,18.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0796,'s-Hertogenbosch
1338,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0252,Heumen
1339,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0797,Heusden
1340,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0534,Hillegom
1341,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0798,Hilvarenbeek
1342,None,11.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0402,Hilversum
1343,None,11.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1963,Hoeksche Waard
1344,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1735,Hof van Twente
1345,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1966,Het Hogeland
1346,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1911,Hollands Kroon
1347,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0118,Hoogeveen
1348,None,7.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0405,Hoorn
1349,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1507,Horst aan de Maas
1350,None,7.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0321,Houten
1351,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0406,Huizen
1352,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0677,Hulst
1353,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0353,IJsselstein
1354,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1884,Kaag en Braassem
1355,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0166,Kampen
1356,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0678,Kapelle
1357,None,7.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0537,Katwijk
1358,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0928,Kerkrade
1359,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1598,Koggenland
1360,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0542,Krimpen aan den IJssel
1361,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1931,Krimpenerwaard
1362,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1659,Laarbeek
1363,None,9.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1982,Land van Cuijk
1364,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0882,Landgraaf
1365,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0415,Landsmeer
1366,None,8.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1621,Lansingerland
1367,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0417,Laren (NH.)
1368,None,12.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0080,Leeuwarden
1369,None,14.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0546,Leiden
1370,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0547,Leiderdorp
1371,None,9.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1916,Leidschendam-Voorburg
1372,None,8.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0995,Lelystad
1373,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1640,Leudal
1374,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0327,Leusden
1375,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1705,Lingewaard
1376,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0553,Lisse
1377,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0262,Lochem
1378,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0809,Loon op Zand
1379,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0331,Lopik
1380,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0168,Losser
1381,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0263,Maasdriel
1382,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1641,Maasgouw
1383,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1991,Maashorst
1384,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0556,Maassluis
1385,None,11.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0935,Maastricht
1386,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0420,Medemblik
1387,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0938,Meerssen
1388,None,9.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1948,Meierijstad
1389,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0119,Meppel
1390,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0687,Middelburg (Z.)
1391,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1842,Midden-Delfland
1392,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1731,Midden-Drenthe
1393,None,6.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1952,Midden-Groningen
1394,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1709,Moerdijk
1395,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1978,Molenlanden
1396,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1955,Montferland
1397,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0335,Montfoort
1398,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0944,Mook en Middelaar
1399,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1740,Neder-Betuwe
1400,None,2.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0946,Nederweert
1401,None,8.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0356,Nieuwegein
1402,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0569,Nieuwkoop
1403,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0267,Nijkerk
1404,None,17.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0268,Nijmegen
1405,None,10.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1930,Nissewaard
1406,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1970,Noardeast-Fryslân
1407,None,1.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1695,Noord-Beveland
1408,None,3.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM1699,Noordenveld
1409,None,4.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0171,Noordoostpolder
1410,None,5.0,,Werkzame beroepsbevolking,Absolute,Bedrijfseconomisch en administratief ,2022,GM0575,Noordwijk
